method,dataset_name,task_id,seed,fold,split_id,mode,config_hash,experiment_config_hash,workflow_run_id,workflow_run_attempt,workflow_name,workflow_ref,workflow_sha,runner_invocation_hash,run_config_hash,job_config_hash,timestamp,git_commit,status,error_message,sensitivity_type,posterior_samples,lambda_hyb,empirical_reference_coverage_95,mean_posterior_std,mean_ci_width,uncertainty_error_correlation,ci_width_error_correlation,mean_spearman_between_seeds,top_k_jaccard_between_seeds,attribution_distance_to_default,top_k_jaccard_to_default,sign_agreement_to_default,runtime_seconds,n_seeds,n_reference_seeds,n_common_features,sign_confidence_threshold,metric_direction,uncertainty_error_pearson,sign_agreement_at_confidence,median_ci_width,mean_abs_error_to_reference,top_k_jaccard_to_reference
bayesian_hyb_fpde,blood-transfusion-service-center,10101,0,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,8ca992c8eeff,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.04871369062259779,0.1826989728168035,-0.39999999999999997,-0.39999999999999997,0.7466666666666666,1.0,0.000512629451153741,1.0,1.0,0.6564087130000189,10,9,4,0.8,higher_is_better,-0.13629657906583978,1.0,0.18471903409028034,0.008151596416416489,1.0
bayesian_hyb_fpde,blood-transfusion-service-center,10101,1,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,ede9e82dfbcd,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.04656496621847616,0.17509757650810676,-1.0,-1.0,0.7466666666666666,1.0,0.00045786803990582897,1.0,1.0,0.6596020479999538,10,9,4,0.8,higher_is_better,-0.9652577118849737,1.0,0.17129642648207102,0.009645571933248106,1.0
bayesian_hyb_fpde,blood-transfusion-service-center,10101,2,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,e7be166836d0,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.04733307200277463,0.17741173140708308,-0.19999999999999998,-0.19999999999999998,0.7466666666666666,1.0,0.0007025667322807206,1.0,1.0,0.6785783429999697,10,9,4,0.8,higher_is_better,-0.7287437973344522,1.0,0.17131930322507977,0.023833776489398575,1.0
bayesian_hyb_fpde,blood-transfusion-service-center,10101,3,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,57ed56bd8632,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.04769889814963399,0.1795271431551244,-0.7999999999999999,-0.7999999999999999,0.7466666666666666,1.0,0.000965327548236983,1.0,1.0,0.6625997260002805,10,9,4,0.8,higher_is_better,-0.9304219022045668,1.0,0.1805685248849758,0.005384352227690766,1.0
bayesian_hyb_fpde,blood-transfusion-service-center,10101,4,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,5f53026e7645,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.047444132753120254,0.17825041375673983,0.19999999999999998,0.19999999999999998,0.7466666666666666,1.0,0.0006326489181945907,1.0,1.0,0.6568955349999328,10,9,4,0.8,higher_is_better,-0.15107889920921744,1.0,0.17219885455188427,0.012312401626277093,1.0
bayesian_hyb_fpde,blood-transfusion-service-center,10101,5,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,32c1b2bf9033,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.046296555254580776,0.17446363100090412,-0.19999999999999998,-0.39999999999999997,0.7466666666666666,1.0,0.0006760127611991107,1.0,1.0,0.6622959750002337,10,9,4,0.8,higher_is_better,-0.1760893195310375,1.0,0.167858705270425,0.005289246601358599,1.0
bayesian_hyb_fpde,blood-transfusion-service-center,10101,6,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,f67cb5ad31c2,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.04763133831621965,0.17948287076536007,-0.7999999999999999,-0.7999999999999999,0.7466666666666666,1.0,0.0007357461408028901,1.0,1.0,0.6610580650003612,10,9,4,0.8,higher_is_better,-0.9809720682764211,1.0,0.18294610456479996,0.010641237728923052,1.0
bayesian_hyb_fpde,blood-transfusion-service-center,10101,7,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,d27cd7869d47,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.047662696593373945,0.17941353889079223,0.19999999999999998,0.39999999999999997,0.7466666666666666,1.0,0.0008196797933431671,1.0,1.0,0.6576154130003715,10,9,4,0.8,higher_is_better,0.5580067818582372,1.0,0.18360942458532195,0.007002922139286143,1.0
bayesian_hyb_fpde,blood-transfusion-service-center,10101,8,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,d7f8f16d2c05,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.04767383145345005,0.17902802808647347,-0.39999999999999997,-0.39999999999999997,0.7466666666666666,1.0,0.0006570703095749257,1.0,1.0,0.6611430320002682,10,9,4,0.8,higher_is_better,-0.8054625745037834,1.0,0.17941399798198898,0.004563019931094877,1.0
bayesian_hyb_fpde,blood-transfusion-service-center,10101,9,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,023e4cd9dd84,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.04774816687753987,0.1794217459461761,-0.39999999999999997,-0.39999999999999997,0.7466666666666666,1.0,0.00034763666601566614,1.0,1.0,0.6626424549991725,10,9,4,0.8,higher_is_better,-0.45978850812117383,1.0,0.17802447104171867,0.0162024483453775,1.0
