dataset,fold,seed,candidate_id,lambda_hyb,status,score,mean_combined_score,mean_deletion_drop_auc,mean_insertion_gain_auc,mean_insertion_auc,mean_evidence,n_eval_samples,normalize,anchor_strategy,rank_by,metric_source
esc50,1,0,0,0.0,ok,0.1975055234854024,0.1975055234854024,0.1975055234854024,0.1975055234854024,0.1975055234854024,-0.07760537112201199,5,l1,mean,positive,normalized_prototype_evidence_curves
esc50,1,0,1,0.25,ok,0.20582608025381596,0.20582608025381596,0.20582608025381594,0.20582608025381596,0.20582608025381596,-0.08260593695861593,5,l1,mean,positive,normalized_prototype_evidence_curves
esc50,1,0,2,0.5,ok,0.1985681394630205,0.1985681394630205,0.19856813946302046,0.1985681394630205,0.1985681394630205,-0.08760650279521982,5,l1,mean,positive,normalized_prototype_evidence_curves
esc50,1,0,3,0.75,ok,0.1988434574660492,0.1988434574660492,0.1988434574660491,0.1988434574660492,0.1988434574660492,-0.09260706863182373,5,l1,mean,positive,normalized_prototype_evidence_curves
esc50,1,0,4,1.0,ok,0.1932036517144972,0.1932036517144972,0.19320365171449716,0.1932036517144972,0.1932036517144972,-0.09760763446842768,5,l1,mean,positive,normalized_prototype_evidence_curves
