candidate_id,status,fpde_mode,method_variant,normalize,lambda_hyb,lambda_grid_mode,anchor_strategy,selection_objective,validation_metric_source,score,mean_combined_score,mean_deletion_drop_auc,mean_insertion_auc,mean_deletion_auc,mean_p0,mean_evidence,mean_exactness_abs_residual,n_eval_samples,n_success,n_error,task_id,dataset_name,selected_lambda
0,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8307879408171397,0.8307879408171397,0.884935839679982,0.7766400419542977,0.09427280574261393,0.9792086454225961,0.39016609305097505,4.1498922354055167e-17,200,200,0,3481,isolet,0.0
1,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.1,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8288339078837385,0.8288339078837385,0.8834368901783837,0.7742309255890933,0.09577175524421229,0.9792086454225961,0.39843858473840044,4.4053302672431015e-17,200,200,0,3481,isolet,0.0
2,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.2,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8252032141014416,0.8252032141014416,0.8801722602168902,0.770234167985993,0.09903638520570585,0.9792086454225961,0.406711076425826,4.0896105946153226e-17,200,200,0,3481,isolet,0.0
3,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.3,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.82035291168309,0.82035291168309,0.8765430613611348,0.7641627620050454,0.10266558406146138,0.9792086454225961,0.4149835681132514,4.063589742475671e-17,200,200,0,3481,isolet,0.0
4,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.4,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8168922296721354,0.8168922296721354,0.873455745019543,0.7603287143247279,0.10575290040305302,0.9792086454225961,0.42325605980067676,3.764349942869671e-17,200,200,0,3481,isolet,0.0
5,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.5,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8108474821137228,0.8108474821137228,0.8681457998923632,0.7535491643350825,0.1110628455302328,0.9792086454225961,0.43152855148810226,4.008945952982401e-17,200,200,0,3481,isolet,0.0
6,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.6,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8059253599098325,0.8059253599098325,0.8631231609941696,0.7487275588254954,0.11608548442842649,0.9792086454225961,0.43980104317552765,3.740931175943985e-17,200,200,0,3481,isolet,0.0
7,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.7,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7968733287840329,0.7968733287840329,0.8519810066824046,0.7417656508856613,0.12722763874019147,0.9792086454225961,0.44807353486295315,3.8588923723104076e-17,200,200,0,3481,isolet,0.0
8,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.8,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.788848881713816,0.788848881713816,0.8422130308780589,0.7354847325495729,0.13699561454453715,0.9792086454225961,0.45634602655037854,4.809520837145698e-17,200,200,0,3481,isolet,0.0
9,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.9,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7784723806600091,0.7784723806600091,0.8289748331734053,0.727969928146613,0.15023381224919075,0.9792086454225961,0.4646185182378041,5.133046765415372e-17,200,200,0,3481,isolet,0.0
10,ok,hyb_grid,hyb_fpde_grid_validation,l1,1.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7675098485798165,0.7675098485798165,0.8142359696657872,0.7207837274938461,0.16497267575680902,0.9792086454225961,0.4728910099252295,4.8585267753420425e-17,200,200,0,3481,isolet,0.0
