dataset,fold,method,n,n_unique_samples,n_rows,random_repetitions_mean,evidence_mean,evidence_std,evidence_median,evidence_n,prototype_margin_mean,prototype_margin_std,prototype_margin_median,prototype_margin_n,selection_margin_mean,selection_margin_std,selection_margin_median,selection_margin_n,evaluation_evidence_mean,evaluation_evidence_std,evaluation_evidence_median,evaluation_evidence_n,evaluation_margin_mean,evaluation_margin_std,evaluation_margin_median,evaluation_margin_n,abs_exactness_residual_mean,abs_exactness_residual_std,abs_exactness_residual_median,abs_exactness_residual_n,deletion_drop_auc_mean,deletion_drop_auc_std,deletion_drop_auc_median,deletion_drop_auc_n,insertion_gain_auc_mean,insertion_gain_auc_std,insertion_gain_auc_median,insertion_gain_auc_n,combined_score_mean,combined_score_std,combined_score_median,combined_score_n,runtime_sec_mean,runtime_sec_std,runtime_sec_median,runtime_sec_n,prototype_margin_positive_rate,n_positive_margin,n_negative_margin,selection_margin_positive_rate,n_selection_positive_margin,n_selection_negative_margin
esc50,3,dynamic_cos,104,104,104,,0.08555018153872311,0.08178651051588473,0.07347947721822301,104,0.08555018153872311,0.08178651051588473,0.07347947721822301,104,438.34829550686914,545.5887796319777,288.9285722632203,104,0.08555018153872311,0.08178651051588473,0.07347947721822301,104,0.08555018153872311,0.08178651051588473,0.07347947721822301,104,1.3039616128316048e-17,1.7911058704126538e-17,6.938893903907228e-18,104,1.117477313657149,1.5281527597002345,0.7477624978663149,104,1.117477313657149,1.5281527597002347,0.7477624978663149,104,1.117477313657149,1.5281527597002347,0.7477624978663149,104,0.007346816057915231,0.00038323452715914553,0.0072452862478166935,104,0.9038461538461539,94,10,1.0,104,0
esc50,3,dynamic_diff,104,104,104,,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,5.300033916018247e-14,7.735240987112618e-14,2.842170943040401e-14,104,1.0729464400366053,1.4416041171676677,0.7397790503594823,104,1.0729464400366053,1.441604117167668,0.7397790503594821,104,1.0729464400366053,1.4416041171676677,0.7397790503594822,104,0.007298783442527985,0.0003955305709721356,0.007221138248623902,104,1.0,104,0,1.0,104,0
esc50,3,dynamic_hyb,104,104,104,,0.18060201276519727,0.14824003399826025,0.15551374639362203,104,0.18060201276519727,0.14824003399826025,0.15551374639362203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,0.18060201276519727,0.14824003399826025,0.15551374639362203,104,0.18060201276519727,0.14824003399826025,0.15551374639362203,104,2.937353885764574e-17,2.7720383896155316e-17,2.7755575615628914e-17,104,1.1237745001714914,1.529749970610862,0.7554031111884605,104,1.1237745001714914,1.5297499706108622,0.7554031111884605,104,1.1237745001714914,1.529749970610862,0.7554031111884605,104,0.007385377500511543,0.00032380385663028066,0.007273077503687091,104,0.9326923076923077,97,7,1.0,104,0
esc50,3,energy_baseline,104,104,104,,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,,,,0,0.5489690018882688,0.924121424743183,0.5393802586626647,104,0.5489690018882688,0.924121424743183,0.5393802586626648,104,0.5489690018882687,0.924121424743183,0.5393802586626648,104,0.00785491826935378,0.00040882824221849415,0.0077369000027829316,104,1.0,104,0,1.0,104,0
esc50,3,random_baseline,104,104,520,5.0,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,438.34829550686914,545.5887796319777,288.9285722632203,104,,,,0,0.2706043702124127,0.4275319144024922,0.497626411079557,104,0.2706043702124127,0.4275319144024922,0.49762641107955696,104,0.2706043702124127,0.4275319144024922,0.49762641107955696,104,0.007871635192462305,0.000390862595778046,0.007783219998964341,104,1.0,104,0,1.0,104,0
esc50,4,dynamic_cos,117,117,117,,0.10038809562391185,0.07550499532926175,0.08728766320092274,117,0.10038809562391185,0.07550499532926175,0.08728766320092274,117,515.7666249508671,527.6177626010168,315.1148185657462,117,0.10038809562391185,0.07550499532926175,0.08728766320092274,117,0.10038809562391185,0.07550499532926175,0.08728766320092274,117,1.2150477680025585e-17,1.3533812035526451e-17,6.938893903907228e-18,117,1.3122371527400676,3.08407535930304,0.745775202534627,117,1.3122371527400676,3.08407535930304,0.7457752025346271,117,1.3122371527400676,3.08407535930304,0.7457752025346271,117,0.00748841248295966,0.00067038230233038,0.007439206500366708,117,0.9658119658119658,113,4,1.0,117,0
esc50,4,dynamic_diff,117,117,117,,515.7666249508671,527.6177626010168,315.1148185657462,117,515.7666249508671,527.6177626010168,315.1148185657462,117,515.7666249508671,527.6177626010168,315.1148185657462,117,515.7666249508671,527.6177626010168,315.1148185657462,117,515.7666249508671,527.6177626010168,315.1148185657462,117,5.68889664720747e-14,1.0817541374572228e-13,2.842170943040401e-14,117,1.2199142149845728,2.8763394756555565,0.7282510553886619,117,1.2199142149845728,2.8763394756555574,0.7282510553886617,117,1.2199142149845728,2.876339475655557,0.7282510553886619,117,0.007592782220511479,0.0006498358919179334,0.007501496746735939,117,1.0,117,0,1.0,117,0
esc50,4,dynamic_hyb,117,117,117,,0.22328184168771847,0.14381941004751306,0.2055017566302198,117,0.22328184168771847,0.14381941004751306,0.2055017566302198,117,515.7666249508671,527.6177626010168,315.1148185657462,117,0.22328184168771847,0.14381941004751306,0.2055017566302198,117,0.22328184168771847,0.14381941004751306,0.2055017566302198,117,2.5694664819382964e-17,3.5673980474886925e-17,1.3877787807814457e-17,117,1.3169771979412412,3.074918620764603,0.7494293608810323,117,1.3169771979412412,3.074918620764603,0.7494293608810323,117,1.3169771979412412,3.074918620764603,0.7494293608810323,117,0.007544876946419682,0.0006969048214288184,0.007425395753089105,117,0.9743589743589743,114,3,1.0,117,0
esc50,4,energy_baseline,117,117,117,,515.7666249508671,527.6177626010168,315.11481856574625,117,515.7666249508671,527.6177626010168,315.11481856574625,117,515.7666249508671,527.6177626010168,315.1148185657462,117,515.7666249508671,527.6177626010168,315.11481856574625,117,515.7666249508671,527.6177626010168,315.11481856574625,117,,,,0,0.508002107767535,2.625249985056004,0.48891110052894843,117,0.508002107767535,2.625249985056004,0.48891110052894854,117,0.508002107767535,2.625249985056004,0.4889111005289485,117,0.008034516239658687,0.0006636848027527087,0.007976599998073652,117,1.0,117,0,1.0,117,0
esc50,4,random_baseline,117,117,585,5.0,515.7666249508671,527.6177626010168,315.11481856574625,117,515.7666249508671,527.6177626010168,315.11481856574625,117,515.7666249508671,527.6177626010168,315.1148185657462,117,515.7666249508671,527.6177626010168,315.11481856574625,117,515.7666249508671,527.6177626010168,315.11481856574625,117,,,,0,0.33750832053017854,0.3929448376577954,0.4987482734995325,117,0.33750832053017854,0.39294483765779553,0.49874827349953244,117,0.33750832053017854,0.39294483765779553,0.49874827349953244,117,0.008027678461604588,0.0006234079235694148,0.007998580001003574,117,1.0,117,0,1.0,117,0
esc50,5,dynamic_cos,100,100,100,,0.0752068484873301,0.062013315915957774,0.06128726749470121,100,0.0752068484873301,0.062013315915957774,0.06128726749470121,100,346.76093597806414,297.9344393588809,235.09987268315535,100,0.0752068484873301,0.062013315915957774,0.06128726749470121,100,0.0752068484873301,0.062013315915957774,0.06128726749470121,100,1.0842021724855044e-17,1.1560544300535716e-17,6.938893903907228e-18,100,0.8461575931080715,0.8463150876139902,0.7232545376847898,100,0.8461575931080715,0.8463150876139902,0.7232545376847898,100,0.8461575931080715,0.8463150876139902,0.7232545376847898,100,0.0077042095000797416,0.0009553150198525369,0.007394947499487898,100,0.94,94,6,1.0,100,0
esc50,5,dynamic_diff,100,100,100,,346.76093597806414,297.9344393588809,235.09987268315535,100,346.76093597806414,297.9344393588809,235.09987268315535,100,346.76093597806414,297.9344393588809,235.09987268315535,100,346.76093597806414,297.9344393588809,235.09987268315535,100,346.76093597806414,297.9344393588809,235.09987268315535,100,5.485389920067973e-14,7.569584878910324e-14,2.842170943040401e-14,100,0.8148920638045688,0.8032699567604508,0.7198970534012041,100,0.8148920638045688,0.8032699567604509,0.7198970534012042,100,0.8148920638045688,0.8032699567604509,0.7198970534012041,100,0.007667687249886512,0.0005224400320364851,0.007424806249946414,100,1.0,100,0,1.0,100,0
esc50,5,dynamic_hyb,100,100,100,,0.15379887241587398,0.12173841138254596,0.12959877672924092,100,0.15379887241587398,0.12173841138254596,0.12959877672924092,100,346.76093597806414,297.9344393588809,235.09987268315535,100,0.15379887241587398,0.12173841138254596,0.12959877672924092,100,0.15379887241587398,0.12173841138254596,0.12959877672924092,100,2.1415161310933685e-17,2.1196551654380715e-17,1.3877787807814457e-17,100,0.8461575931080715,0.8463150876139902,0.7232545376847898,100,0.8461575931080715,0.8463150876139902,0.7232545376847898,100,0.8461575931080715,0.8463150876139902,0.7232545376847898,100,0.007676684749731067,0.0007520720634868727,0.007356062747694523,100,0.94,94,6,1.0,100,0
esc50,5,energy_baseline,100,100,100,,346.76093597806414,297.9344393588809,235.09987268315533,100,346.76093597806414,297.9344393588809,235.09987268315533,100,346.76093597806414,297.9344393588809,235.09987268315535,100,346.76093597806414,297.9344393588809,235.09987268315533,100,346.76093597806414,297.9344393588809,235.09987268315533,100,,,,0,0.3502031104920659,0.6386913750391073,0.5046336153315902,100,0.3502031104920659,0.6386913750391073,0.5046336153315902,100,0.3502031104920659,0.6386913750391073,0.5046336153315902,100,0.008138557999482146,0.0005848429021628118,0.007853250001062406,100,1.0,100,0,1.0,100,0
esc50,5,random_baseline,100,100,500,5.0,346.76093597806414,297.9344393588809,235.09987268315533,100,346.76093597806414,297.9344393588809,235.09987268315533,100,346.76093597806414,297.9344393588809,235.09987268315533,100,346.76093597806414,297.9344393588809,235.09987268315533,100,346.76093597806414,297.9344393588809,235.09987268315533,100,,,,0,0.2574113451538605,0.4312179212253223,0.49734914456322005,100,0.2574113451538605,0.4312179212253223,0.49734914456322,100,0.2574113451538605,0.4312179212253223,0.49734914456322005,100,0.008116574200306786,0.0008787332878827869,0.00785855000212905,100,1.0,100,0,1.0,100,0
