task_id,dataset_name,method,deletion_drop_auc,insertion_auc,combined_score,runtime_seconds,attr_l1_norm,mean_abs_exactness_residual,test_accuracy,test_balanced_accuracy,n_features_transformed,n_classes,ok
9976,madelon,aime,0.42553359682192926,0.8323293397066412,0.6289314682642853,0.049759779344998666,33.94466768797577,,0.823076923076923,0.823076923076923,500,2,200
9976,madelon,cos_fpde,0.4162747135314189,0.8250601934385573,0.6206674534849881,0.01256277961500075,1.0609198512958888,2.0760303198752438e-17,0.823076923076923,0.823076923076923,500,2,200
9976,madelon,diff_fpde,0.4162747135314189,0.8250601934385573,0.6206674534849881,0.021103974824999625,35.699002378424616,4.2926773247131675e-14,0.823076923076923,0.823076923076923,500,2,200
9976,madelon,hyb_fpde_grid,0.4162747135314189,0.8250601934385573,0.6206674534849881,0.023674163919999245,1.0,1.5144135945277527e-17,0.823076923076923,0.823076923076923,500,2,200
9976,madelon,lime,0.09420095422866606,0.4997563081648421,0.29697863119675405,0.20750949294499932,3.2267282708358183,,0.823076923076923,0.823076923076923,500,2,200
9976,madelon,shap,0.23631212042655045,0.6070919947346057,0.42170205758057805,0.07466956546500071,5.196696537414057,,0.823076923076923,0.823076923076923,500,2,200
