candidate_id,status,fpde_mode,method_variant,normalize,lambda_hyb,lambda_grid_mode,anchor_strategy,selection_objective,validation_metric_source,score,mean_combined_score,mean_deletion_drop_auc,mean_insertion_auc,mean_deletion_auc,mean_p0,mean_evidence,mean_exactness_abs_residual,n_eval_samples,n_success,n_error,task_id,dataset_name,selected_lambda
0,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6542883761996697,0.6542883761996697,0.5393406571078063,0.7692360952915331,0.32418033815414654,0.8635209952619529,0.27857361542354403,5.586263115122699e-17,153,153,0,53,vehicle,0.0
1,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.1,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6505663463764066,0.6505663463764066,0.5361575354245082,0.7649751573283051,0.3273634598374447,0.8635209952619529,0.2721227129129641,5.93320781031806e-17,153,153,0,53,vehicle,0.0
2,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.2,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6499441883766707,0.6499441883766707,0.5358209767368421,0.7640674000164993,0.3277000185251107,0.8635209952619529,0.26567181040238413,6.037517980115358e-17,153,153,0,53,vehicle,0.0
3,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.3,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6481292157067517,0.6481292157067517,0.5328983976883934,0.7633600337251103,0.3306225975735595,0.8635209952619529,0.2592209078918042,5.0522403980082695e-17,153,153,0,53,vehicle,0.0
4,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.4,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6436377009237527,0.6436377009237527,0.5301386627284352,0.7571367391190703,0.33338233253351773,0.8635209952619529,0.2527700053812242,4.706429509006357e-17,153,153,0,53,vehicle,0.0
5,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.5,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.639908930574875,0.639908930574875,0.5264259151441485,0.7533919460056014,0.3370950801178044,0.8635209952619529,0.24631910287064432,5.612340657572023e-17,153,153,0,53,vehicle,0.0
6,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.6,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6341342069062783,0.6341342069062783,0.518080750137349,0.7501876636752078,0.3454402451246039,0.8635209952619529,0.23986820036006434,5.198501396963177e-17,153,153,0,53,vehicle,0.0
7,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.7,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6268949348226955,0.6268949348226955,0.507015488627377,0.746774381018014,0.356505506634576,0.8635209952619529,0.23341729784948437,4.957000677758563e-17,153,153,0,53,vehicle,0.0
8,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.8,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6235092896276042,0.6235092896276042,0.5032927955520962,0.7437257837031122,0.3602281997098567,0.8635209952619529,0.22696639533890445,5.7393269512383e-17,153,153,0,53,vehicle,0.0
9,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.9,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6206780552249214,0.6206780552249214,0.499344258957492,0.7420118514923505,0.3641767363044609,0.8635209952619529,0.22051549282832453,5.845904733422495e-17,153,153,0,53,vehicle,0.0
10,ok,hyb_grid,hyb_fpde_grid_validation,l1,1.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.617427097347991,0.617427097347991,0.49595160599521265,0.7389025887007693,0.3675693892667402,0.8635209952619529,0.21406459031774455,5.7393269512383e-17,153,153,0,53,vehicle,0.0
