method,dataset_name,task_id,seed,fold,split_id,mode,config_hash,experiment_config_hash,workflow_run_id,workflow_run_attempt,workflow_name,workflow_ref,workflow_sha,runner_invocation_hash,run_config_hash,job_config_hash,timestamp,git_commit,status,error_message,feature,feature_index,attribution,abs_attribution,ci_width,posterior_std,rank_probability_top_k,n_explained_instances
hyb_fpde,banknote-authentication,10093,5,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V3,2,0.05647300099312481,0.19087645131733505,,,,50
hyb_fpde,banknote-authentication,10093,5,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V4,3,0.0021601060928870615,0.031204792850407434,,,,50
hyb_fpde,banknote-authentication,10093,6,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V1,0,0.6797808606095039,0.7986287697399373,,,,50
hyb_fpde,banknote-authentication,10093,6,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V2,1,0.2898417025400667,0.5338252491434942,,,,50
hyb_fpde,banknote-authentication,10093,6,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V3,2,0.041512109089002755,0.1520280326786356,,,,50
hyb_fpde,banknote-authentication,10093,6,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V4,3,-0.0013478708043693508,0.03134938360646969,,,,50
hyb_fpde,banknote-authentication,10093,7,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V1,0,0.5336349401739591,0.6896456754885248,,,,50
hyb_fpde,banknote-authentication,10093,7,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V2,1,0.31864803458639407,0.5088756019269653,,,,50
hyb_fpde,banknote-authentication,10093,7,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V3,2,0.014578186328499549,0.1415815692418031,,,,50
hyb_fpde,banknote-authentication,10093,7,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V4,3,-0.0055139116376413996,0.03118263319859807,,,,50
hyb_fpde,banknote-authentication,10093,8,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V1,0,0.6643364100136243,0.7464987011484535,,,,50
hyb_fpde,banknote-authentication,10093,8,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V2,1,0.2203251623592913,0.4362961265371682,,,,50
hyb_fpde,banknote-authentication,10093,8,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V3,2,0.011639387368318665,0.16288272519187028,,,,50
