method,mean_deletion_drop_auc,std_deletion_drop_auc,mean_insertion_auc,std_insertion_auc,mean_combined_score,std_combined_score,mean_runtime_seconds,std_runtime_seconds,completed_instances,completed_tasks,mean_test_accuracy,mean_test_balanced_accuracy
aime,0.4092307242626541,0.22735730608457994,0.7856783030076059,0.20230703644223433,0.59745451363513,0.13222534146857304,0.004476422700000597,5.0610078569708985e-05,200,1,0.8464970995091476,0.7887453771893865
cos_fpde,0.40561020968642864,0.22483816335496262,0.7647932750625079,0.22735243173662883,0.5852017423744683,0.13614191088893002,0.003529262610000501,0.0010268418756706663,200,1,0.8464970995091476,0.7887453771893865
diff_fpde,0.40790270074856666,0.22178882105207465,0.7680393696228656,0.22374322422409254,0.5879710351857161,0.13488154606494843,0.003506699389999568,0.001110226376029274,200,1,0.8464970995091476,0.7887453771893865
hyb_fpde_grid,0.40589875183635465,0.22452933516803492,0.7660350692190322,0.2260088648230959,0.5859669105276935,0.1354577698743954,0.018910175320000774,0.00118137971798281,200,1,0.8464970995091476,0.7887453771893865
lime,0.20277729898742716,0.2473163010227752,0.6015414564331965,0.27893259442521945,0.4021593777103118,0.18254481858011226,0.03544585659000006,0.00035497061822129824,200,1,0.8464970995091476,0.7887453771893865
shap,0.4477970017075893,0.21057850441915457,0.8064932078939497,0.18812671060676195,0.6271451048007696,0.12924885084457352,0.17620381390499915,0.01865682254211184,200,1,0.8464970995091476,0.7887453771893865
