candidate_id,status,fpde_mode,method_variant,normalize,lambda_hyb,lambda_grid_mode,anchor_strategy,selection_objective,validation_metric_source,score,mean_combined_score,mean_deletion_drop_auc,mean_insertion_auc,mean_deletion_auc,mean_p0,mean_evidence,mean_exactness_abs_residual,n_eval_samples,n_success,n_error,task_id,dataset_name,selected_lambda
0,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8280600417534997,0.8280600417534997,0.8152351772394044,0.840884906267595,0.16378754251399422,0.9790227197533986,0.48853675803277424,4.8969075322480296e-17,200,200,0,28,optdigits,0.0
1,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.1,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8246344410530339,0.8246344410530339,0.8110570630860693,0.8382118190199981,0.16796565666732924,0.9790227197533986,0.4932579323631982,5.3186621773448906e-17,200,200,0,28,optdigits,0.0
2,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.2,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8210282204654819,0.8210282204654819,0.8070928881061961,0.8349635528247678,0.17192983164720244,0.9790227197533986,0.4979791066936221,5.287437154777308e-17,200,200,0,28,optdigits,0.0
3,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.3,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8185350355352145,0.8185350355352145,0.8047728098089673,0.8322972612614621,0.17424990994443135,0.9790227197533986,0.502700281024046,4.610027637408365e-17,200,200,0,28,optdigits,0.0
4,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.4,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8169078943246955,0.8169078943246955,0.8032199369493773,0.8305958517000137,0.17580278280402134,0.9790227197533986,0.5074214553544699,4.723652025084846e-17,200,200,0,28,optdigits,0.0
5,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.5,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8145405255833578,0.8145405255833578,0.8002452328666056,0.82883581830011,0.17877748688679282,0.9790227197533986,0.5121426296848938,4.597884573076527e-17,200,200,0,28,optdigits,0.0
6,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.6,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8106120966402298,0.8106120966402298,0.7976408713602342,0.8235833219202258,0.18138184839316437,0.9790227197533986,0.5168638040153177,5.323866347772821e-17,200,200,0,28,optdigits,0.0
7,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.7,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8083803091718713,0.8083803091718713,0.7956228644484017,0.8211377538953407,0.1833998553049968,0.9790227197533986,0.5215849783457416,5.2128440453103054e-17,200,200,0,28,optdigits,0.0
8,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.8,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.8042120445165166,0.8042120445165166,0.7913001762814227,0.8171239127516107,0.1877225434719758,0.9790227197533986,0.5263061526761654,5.649994361256461e-17,200,200,0,28,optdigits,0.0
9,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.9,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7998882272386484,0.7998882272386484,0.7873098779915293,0.8124665764857676,0.1917128417618693,0.9790227197533986,0.5310273270065895,6.027730398150411e-17,200,200,0,28,optdigits,0.0
10,ok,hyb_grid,hyb_fpde_grid_validation,l1,1.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7968802650740053,0.7968802650740053,0.7819550747296006,0.8118054554184099,0.19706764502379787,0.9790227197533986,0.5357485013370133,6.372940369869795e-17,200,200,0,28,optdigits,0.0
