candidate_id,status,fpde_mode,method_variant,normalize,lambda_hyb,lambda_grid_mode,anchor_strategy,selection_objective,validation_metric_source,score,mean_combined_score,mean_deletion_drop_auc,mean_insertion_auc,mean_deletion_auc,mean_p0,mean_evidence,mean_exactness_abs_residual,n_eval_samples,n_success,n_error,task_id,dataset_name,selected_lambda
0,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.46365471594244334,0.46365471594244334,0.058028794936279694,0.869280636948607,0.8310082780008575,0.8890370729371372,0.5367176601165983,8.976326626441988e-17,200,200,0,3917,kc1,0.7
1,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.1,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.4629996674112586,0.4629996674112586,0.05739614279245209,0.868603192030065,0.8316409301446851,0.8890370729371372,0.5543806729315215,8.954642582992278e-17,200,200,0,3917,kc1,0.7
2,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.2,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.46343428256052266,0.46343428256052266,0.05753823242917642,0.8693303326918689,0.8314988405079607,0.8890370729371372,0.5720436857464448,9.107298248878237e-17,200,200,0,3917,kc1,0.7
3,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.3,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.46343444321516203,0.46343444321516203,0.05761043616969949,0.8692584502606243,0.8314266367674377,0.8890370729371372,0.5897066985613679,9.645062526431048e-17,200,200,0,3917,kc1,0.7
4,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.4,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.46321977048241364,0.46321977048241364,0.05768779319966965,0.8687517477651576,0.8313492797374675,0.8890370729371372,0.6073697113762913,7.424616477180734e-17,200,200,0,3917,kc1,0.7
5,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.5,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.46315748491696307,0.46315748491696307,0.057486256173417745,0.8688287136605085,0.8315508167637194,0.8890370729371372,0.6250327241912145,6.763686832833571e-17,200,200,0,3917,kc1,0.7
6,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.6,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.46344958898778726,0.46344958898778726,0.057364594355776816,0.8695345836197979,0.8316724785813604,0.8890370729371372,0.6426957370061378,7.273695534770752e-17,200,200,0,3917,kc1,0.7
7,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.7,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.4641058565107099,0.4641058565107099,0.05795641595363797,0.8702552970677818,0.8310806569834992,0.8890370729371372,0.6603587498210609,8.125444761475365e-17,200,200,0,3917,kc1,0.7
8,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.8,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.46335159823218647,0.46335159823218647,0.05744304925833333,0.8692601472060396,0.8315940236788039,0.8890370729371372,0.6780217626359842,8.036973864200547e-17,200,200,0,3917,kc1,0.7
9,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.9,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.46298421504815046,0.46298421504815046,0.05752980864128539,0.8684386214550155,0.8315072642958518,0.8890370729371372,0.6956847754509075,8.885253643953206e-17,200,200,0,3917,kc1,0.7
10,ok,hyb_grid,hyb_fpde_grid_validation,l1,1.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.46294547161085137,0.46294547161085137,0.056797432823635224,0.8690935103980674,0.832239640113502,0.8890370729371372,0.7133477882658308,7.84073327098067e-17,200,200,0,3917,kc1,0.7
