task_id,dataset_name,method,deletion_drop_auc,insertion_auc,combined_score,runtime_seconds,attr_l1_norm,mean_abs_exactness_residual,test_accuracy,test_balanced_accuracy,n_features_transformed,n_classes,ok,seed,run_folder,method_display,dataset_name_mapped,subject_area,subject_subarea
10101,blood-transfusion-service-center,hyb_fpde_grid,0.1446841305817185,0.853813298495831,0.4992487145387748,0.0051371367733342,1.0,5.5129512066542925e-17,0.8,0.6593567251461988,4,2,75,5,fpde-openml-task-10101-seed-5-7038939557\experimental_outputs_aime_full_n200_seed5_task10101,Hyb-FPDE,blood-transfusion-service-center,Business,Donation behavior and service analytics
10101,blood-transfusion-service-center,lime,-0.0380043293740921,0.6698521908226689,0.3159239307242883,0.0198142883733328,0.2188678774225067,,0.8,0.6593567251461988,4,2,75,5,fpde-openml-task-10101-seed-5-7038939557\experimental_outputs_aime_full_n200_seed5_task10101,LIME,blood-transfusion-service-center,Business,Donation behavior and service analytics
10101,blood-transfusion-service-center,shap,0.0063669868774641,0.7161541855192434,0.3612605861983538,0.0348265872666684,1.8350223807408432,,0.8,0.6593567251461988,4,2,75,5,fpde-openml-task-10101-seed-5-7038939557\experimental_outputs_aime_full_n200_seed5_task10101,SHAP,blood-transfusion-service-center,Business,Donation behavior and service analytics
10101,blood-transfusion-service-center,aime,0.1135432109497417,0.864395682349955,0.4889694466498483,0.0045035326933342,2.393035056670153,,0.76,0.5760233918128654,4,2,75,6,fpde-openml-task-10101-seed-6-7038926477\experimental_outputs_aime_full_n200_seed6_task10101,AIME,blood-transfusion-service-center,Business,Donation behavior and service analytics
10101,blood-transfusion-service-center,hyb_fpde_grid,0.1101158324771275,0.8600406804877413,0.4850782564824343,0.0052593128399998,0.9978036164126456,5.634381849972669e-17,0.76,0.5760233918128654,4,2,75,6,fpde-openml-task-10101-seed-6-7038926477\experimental_outputs_aime_full_n200_seed6_task10101,Hyb-FPDE,blood-transfusion-service-center,Business,Donation behavior and service analytics
10101,blood-transfusion-service-center,lime,-0.043038017916347,0.710857428475835,0.3339097052797439,0.0203086164533336,0.2877658887669773,,0.76,0.5760233918128654,4,2,75,6,fpde-openml-task-10101-seed-6-7038926477\experimental_outputs_aime_full_n200_seed6_task10101,LIME,blood-transfusion-service-center,Business,Donation behavior and service analytics
10101,blood-transfusion-service-center,shap,-0.0171857582618113,0.7332777416095261,0.3580459916738574,0.0371283840399991,1.856457267066821,,0.76,0.5760233918128654,4,2,75,6,fpde-openml-task-10101-seed-6-7038926477\experimental_outputs_aime_full_n200_seed6_task10101,SHAP,blood-transfusion-service-center,Business,Donation behavior and service analytics
10101,blood-transfusion-service-center,aime,0.1642503386572369,0.8224120460982682,0.4933311923777526,0.0043458085733342,2.373871745906198,,0.7733333333333333,0.6228070175438596,4,2,75,7,fpde-openml-task-10101-seed-7-7038941912\experimental_outputs_aime_full_n200_seed7_task10101,AIME,blood-transfusion-service-center,Business,Donation behavior and service analytics
10101,blood-transfusion-service-center,hyb_fpde_grid,0.1480680136501476,0.8125438036081176,0.4803059086291326,0.0050967977599979,0.99390327584799,5.98132654516803e-17,0.7733333333333333,0.6228070175438596,4,2,75,7,fpde-openml-task-10101-seed-7-7038941912\experimental_outputs_aime_full_n200_seed7_task10101,Hyb-FPDE,blood-transfusion-service-center,Business,Donation behavior and service analytics
10101,blood-transfusion-service-center,lime,0.0116876381500694,0.6555546724547162,0.3336211553023928,0.0196936342666644,0.274086594301097,,0.7733333333333333,0.6228070175438596,4,2,75,7,fpde-openml-task-10101-seed-7-7038941912\experimental_outputs_aime_full_n200_seed7_task10101,LIME,blood-transfusion-service-center,Business,Donation behavior and service analytics
