subject_area,subject_subarea,task_id,dataset_name_mapped,method_display,combined_mean,combined_sd,lambda_mean,lambda_sd
Climate and Environment,Remote sensing and satellite imagery,2074,satimage,SHAP,0.760821200684537,0.008667018946525051,0.9199999999999999,0.1873795909674026
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,12,mfeat-factors,AIME,0.8880807664472673,0.005490592784632847,0.0,0.0
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,12,mfeat-factors,Hyb-FPDE,0.8664655033868376,0.005503597483770059,0.0,0.0
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,12,mfeat-factors,LIME,0.507218721136962,0.02329902487902479,0.0,0.0
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,12,mfeat-factors,SHAP,0.9163674247539777,0.00469369468675113,0.0,0.0
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,14,mfeat-fourier,AIME,0.830935379125242,0.006583743904337747,0.01,0.03162277660168379
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,14,mfeat-fourier,Hyb-FPDE,0.7842502577029904,0.01355939224154425,0.01,0.03162277660168379
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,14,mfeat-fourier,LIME,0.6206038431398014,0.01860868388839786,0.01,0.03162277660168379
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,14,mfeat-fourier,SHAP,0.874611594543736,0.0046812440695564025,0.01,0.03162277660168379
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,16,mfeat-karhunen,AIME,0.8774375277886423,0.005389453029149896,0.0,0.0
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,16,mfeat-karhunen,Hyb-FPDE,0.8361263674819229,0.008605758665713392,0.0,0.0
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,16,mfeat-karhunen,LIME,0.416982247210876,0.012039352007531395,0.0,0.0
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,16,mfeat-karhunen,SHAP,0.8970151748371841,0.004601032570662695,0.0,0.0
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,18,mfeat-morphological,AIME,0.5742000302590304,0.018207541963569284,0.4,0.47842333648024415
Computer Science / Computer Vision,Computer Vision / image descriptors and natural images,18,mfeat-morphological,Hyb-FPDE,0.5096081228545296,0.016416505941682775,0.4,0.47842333648024415
