candidate_id,status,fpde_mode,method_variant,normalize,lambda_hyb,lambda_grid_mode,anchor_strategy,selection_objective,validation_metric_source,score,mean_combined_score,mean_deletion_drop_auc,mean_insertion_auc,mean_deletion_auc,mean_p0,mean_evidence,mean_exactness_abs_residual,n_eval_samples,n_success,n_error,task_id,dataset_name,selected_lambda
0,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6035686857340272,0.6035686857340272,0.3236846042058291,0.8834527672622254,0.5800506820398156,0.9037352862456448,0.3717504366260567,5.599961284159867e-17,190,190,0,9957,qsar-biodeg,0.2
1,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.1,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6041030812256156,0.6041030812256156,0.32414776211897983,0.8840584003322515,0.5795875241266649,0.9037352862456448,0.3774238067672865,4.9366578076876824e-17,190,190,0,9957,qsar-biodeg,0.2
2,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.2,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6041657546133798,0.6041657546133798,0.3241914045169703,0.8841401047097894,0.5795438817286744,0.9037352862456448,0.3830971769085162,5.182258131391767e-17,190,190,0,9957,qsar-biodeg,0.2
3,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.3,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6036843688205362,0.6036843688205362,0.3224406612559446,0.8849280763851278,0.5812946249897002,0.9037352862456448,0.38877054704974584,5.31829697240258e-17,190,190,0,9957,qsar-biodeg,0.2
4,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.4,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.603663157693591,0.603663157693591,0.32234861165200956,0.8849777037351723,0.5813866745936352,0.9037352862456448,0.3944439171909754,5.446118702211397e-17,190,190,0,9957,qsar-biodeg,0.2
5,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.5,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6030521822190209,0.6030521822190209,0.3215583997249476,0.884545964713094,0.5821768865206973,0.9037352862456448,0.40011728733220503,5.442466652788288e-17,190,190,0,9957,qsar-biodeg,0.2
6,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.6,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6021444509929393,0.6021444509929393,0.3205818465975229,0.8837070553883558,0.5831534396481218,0.9037352862456448,0.40579065747343473,5.0069597590825313e-17,190,190,0,9957,qsar-biodeg,0.2
7,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.7,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.6014003304038545,0.6014003304038545,0.31987274170707053,0.8829279191006383,0.5838625445385742,0.9037352862456448,0.41146402761466433,4.982308425476545e-17,190,190,0,9957,qsar-biodeg,0.2
8,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.8,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5998585621166547,0.5998585621166547,0.31738227510138173,0.8823348491319274,0.5863530111442631,0.9037352862456448,0.4171373977558939,5.032524105044295e-17,190,190,0,9957,qsar-biodeg,0.2
9,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.9,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5993418056626014,0.5993418056626014,0.31670044022366967,0.881983171101533,0.5870348460219752,0.9037352862456448,0.4228107678971237,5.623243099232187e-17,190,190,0,9957,qsar-biodeg,0.2
10,ok,hyb_grid,hyb_fpde_grid_validation,l1,1.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5986442591126522,0.5986442591126522,0.31589080682796783,0.8813977113973365,0.587844479417677,0.9037352862456448,0.4284841380383532,4.68010133571427e-17,190,190,0,9957,qsar-biodeg,0.2
