candidate_id,status,fpde_mode,method_variant,normalize,lambda_hyb,lambda_grid_mode,anchor_strategy,selection_objective,validation_metric_source,score,mean_combined_score,mean_deletion_drop_auc,mean_insertion_auc,mean_deletion_auc,mean_p0,mean_evidence,mean_exactness_abs_residual,n_eval_samples,n_success,n_error,task_id,dataset_name,selected_lambda
0,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5947271325706212,0.5947271325706212,0.42314331509892045,0.766310950042322,0.2869228762558812,0.7100661913548015,0.22155804632590517,5.095268343049655e-17,90,90,0,125920,dresses-sales,0.5
1,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.1,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5947271325706212,0.5947271325706212,0.42314331509892045,0.766310950042322,0.2869228762558812,0.7100661913548015,0.22226132987000766,5.811323644522304e-17,90,90,0,125920,dresses-sales,0.5
2,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.2,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5947271325706212,0.5947271325706212,0.42314331509892045,0.766310950042322,0.2869228762558812,0.7100661913548015,0.22296461341411009,4.073227095119986e-17,90,90,0,125920,dresses-sales,0.5
3,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.3,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5947271325706212,0.5947271325706212,0.42314331509892045,0.766310950042322,0.2869228762558812,0.7100661913548015,0.22366789695821254,5.763136881300726e-17,90,90,0,125920,dresses-sales,0.5
4,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.4,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5947271325706212,0.5947271325706212,0.42314331509892045,0.766310950042322,0.2869228762558812,0.7100661913548015,0.22437118050231505,5.022988198217288e-17,90,90,0,125920,dresses-sales,0.5
5,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.5,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5947271325706212,0.5947271325706212,0.42314331509892045,0.766310950042322,0.2869228762558812,0.7100661913548015,0.22507446404641754,4.5979809466029705e-17,90,90,0,125920,dresses-sales,0.5
6,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.6,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5946039117845121,0.5946039117845121,0.42291733608068127,0.7662904874883432,0.28714885527412026,0.7100661913548015,0.22577774759052002,5.0788848435543187e-17,90,90,0,125920,dresses-sales,0.5
7,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.7,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.594567400849313,0.594567400849313,0.42289255229524586,0.7662422494033803,0.28717363905955573,0.7100661913548015,0.22648103113462242,4.370539424197122e-17,90,90,0,125920,dresses-sales,0.5
8,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.8,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5945495001352656,0.5945495001352656,0.4228570272264103,0.7662419730441209,0.2872091641283913,0.7100661913548015,0.22718431467872488,5.381497716585828e-17,90,90,0,125920,dresses-sales,0.5
9,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.9,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5945495001352656,0.5945495001352656,0.4228570272264103,0.7662419730441209,0.2872091641283913,0.7100661913548015,0.22788759822282736,4.9825113171111625e-17,90,90,0,125920,dresses-sales,0.5
10,ok,hyb_grid,hyb_fpde_grid_validation,l1,1.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.5945495001352656,0.5945495001352656,0.4228570272264103,0.7662419730441209,0.2872091641283913,0.7100661913548015,0.22859088176692982,5.437394361922859e-17,90,90,0,125920,dresses-sales,0.5
