candidate_id,status,fpde_mode,method_variant,normalize,lambda_hyb,lambda_grid_mode,anchor_strategy,selection_objective,validation_metric_source,score,mean_combined_score,mean_deletion_drop_auc,mean_insertion_auc,mean_deletion_auc,mean_p0,mean_evidence,mean_exactness_abs_residual,n_eval_samples,n_success,n_error,task_id,dataset_name,selected_lambda
0,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.27690313939558964,0.27690313939558964,0.0289240619317206,0.5248822168594586,0.4954418228841307,0.5243658848158512,0.25561503625053555,5.8640158701051e-17,200,200,0,167120,numerai28.6,0.0
1,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.1,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.2769013517023501,0.2769013517023501,0.02892168263416625,0.524881020770534,0.49544420218168506,0.5243658848158512,0.25561982064381394,6.300244614204642e-17,200,200,0,167120,numerai28.6,0.0
2,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.2,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.2769013517023501,0.2769013517023501,0.02892168263416625,0.524881020770534,0.49544420218168506,0.5243658848158512,0.2556246050370924,6.01732205729455e-17,200,200,0,167120,numerai28.6,0.0
3,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.3,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.2769013517023501,0.2769013517023501,0.02892168263416625,0.524881020770534,0.49544420218168506,0.5243658848158512,0.2556293894303708,5.634923951058912e-17,200,200,0,167120,numerai28.6,0.0
4,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.4,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.2769013517023501,0.2769013517023501,0.02892168263416625,0.524881020770534,0.49544420218168506,0.5243658848158512,0.2556341738236492,5.674497330354633e-17,200,200,0,167120,numerai28.6,0.0
5,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.5,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.2769013517023501,0.2769013517023501,0.02892168263416625,0.524881020770534,0.49544420218168506,0.5243658848158512,0.2556389582169276,5.411795143961395e-17,200,200,0,167120,numerai28.6,0.0
6,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.6,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.2769013517023501,0.2769013517023501,0.02892168263416625,0.524881020770534,0.49544420218168506,0.5243658848158512,0.25564374261020606,5.0953165298128764e-17,200,200,0,167120,numerai28.6,0.0
7,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.7,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.2769013517023501,0.2769013517023501,0.02892168263416625,0.524881020770534,0.49544420218168506,0.5243658848158512,0.25564852700348445,4.948623975875588e-17,200,200,0,167120,numerai28.6,0.0
8,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.8,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.2769013517023501,0.2769013517023501,0.02892168263416625,0.524881020770534,0.49544420218168506,0.5243658848158512,0.25565331139676284,5.975526063545233e-17,200,200,0,167120,numerai28.6,0.0
9,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.9,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.2769013517023501,0.2769013517023501,0.02892168263416625,0.524881020770534,0.49544420218168506,0.5243658848158512,0.25565809579004123,5.717106475733313e-17,200,200,0,167120,numerai28.6,0.0
10,ok,hyb_grid,hyb_fpde_grid_validation,l1,1.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.2769013517023501,0.2769013517023501,0.02892168263416625,0.524881020770534,0.49544420218168506,0.5243658848158512,0.2556628801833197,4.7913604507565656e-17,200,200,0,167120,numerai28.6,0.0
